Guest_Name,Age,Room_Type,CheckIn_Date,CheckOut_Date,Booking_Channel,Total_Charges,Satisfaction_Score
carlos chiavini,20,Suite,2025-05-30,2025-06-08,Direto no Balcao,3888.5740366557457,1.0
carlos silva,999,Standard,2025-11-01,2025-11-07,Direto no Balcao,811.118957269663,
aNa costa,22,Standard,2025-02-07,2025-02-12,Agencia,839.3753478676489,
joAo silva,22,Standard,2025-08-21,2025-09-02,Site Oficial,1799.6197267966318,3.0
carlos pereira,71,Deluxe,2025-08-11,2025-08-18,Direto no Balcao,1603.48466430982,3.0
pAulo silva,64,Presidencial,2025-01-20,2025-02-02,Direto no Balcao,12408.008229135039,5.0
aNa ALVES,66,Deluxe,2025-01-16,2025-01-17,Booking.com,267.85710395776346,3.0
feliPe pereira,26,Standard,2025-01-13,2025-01-24,Direto no Balcao,1704.7078806097734,5.0
feliPe oliveira,37,Deluxe,2025-06-18,2025-07-02,Site Oficial,3729.5332845206663,4.0
joAo oliveira,78,Standard,2025-09-19,2025-09-24,Site Oficial,729.0794758753818,4.0
luYz ALVES,52,Suite,2025-09-09,2025-09-11,Booking.com,-791.1703663983186,5.0
ferNanda pereira,67,Deluxe,2025-06-01,2025-06-05,Direto no Balcao,1140.195011445918,4.0
lucas pereira,79,Standard,2025-10-11,2025-10-18,Direto no Balcao,1110.1890104107947,
carlos pereira,34,Deluxe,2025-01-05,2025-01-10,Direto no Balcao,1305.7876494713478,
aNa chiavini,20,Deluxe,2025-05-15,2025-05-27,Agencia,2954.9173652299914,3.0
lucas pereira,49,Standard,2025-02-03,2025-02-09,Direto no Balcao,975.5668620955504,1.0
feliPe okawachi,30,Deluxe,2025-08-23,2025-08-25,Site Oficial,476.48612936171776,
joAo okawachi,31,Standard,2025-09-20,2025-09-23,Site Oficial,406.2750486240264,
MARIA SANTOS,28,Deluxe,2025-02-26,2025-03-05,Agencia,1667.3231655851484,2.0
carlos silva,73,Suite,2025-05-08,2025-05-19,Agencia,4320.048355880972,5.0
feliPe okawachi,84,Suite,2025-03-12,2025-03-14,Direto no Balcao,938.3374511946424,4.0
joAo costa,46,Deluxe,2025-10-08,2025-10-20,Booking.com,3466.249426137832,3.0
aNa silva,26,Deluxe,2025-10-04,2025-10-10,Agencia,1720.7021092523157,5.0
aNa okawachi,84,Standard,2025-08-14,2025-08-19,Agencia,-764.2710709709452,3.0
carlos oliveira,42,Deluxe,2025-10-08,2025-10-18,Direto no Balcao,2600.865530990583,
MARIA pereira,59,Standard,2025-08-30,2025-08-31,Direto no Balcao,135.6308845814926,3.0
joAo pereira,26,Standard,2025-10-08,2025-10-20,Agencia,2018.8807835905359,4.0
lucas oliveira,57,Standard,2025-11-08,2025-11-19,Booking.com,1650.5788197727636,3.0
ferNanda costa,42,Standard,2025-06-23,2025-07-03,Agencia,1697.7331816829555,4.0
joAo okawachi,22,Deluxe,2025-05-22,2025-06-02,Direto no Balcao,3114.386216064838,5.0
julia ALVES,28,Standard,2025-04-26,2025-04-30,Direto no Balcao,717.1245052974112,3.0
carlos SANTOS,76,Deluxe,2025-10-11,2025-10-22,Agencia,3188.616304471612,4.0
aNa SANTOS,55,Standard,2025-09-13,2025-09-15,Booking.com,275.35529375319686,4.0
lucas costa,22,Standard,2025-04-30,2025-05-04,Agencia,681.3782275685087,2.0
joAo silva,65,Deluxe,2025-03-09,2025-03-10,Agencia,278.66308324472084,5.0
carlos costa,35,Standard,2025-05-06,2025-05-08,Direto no Balcao,-273.56040798668784,3.0
pAulo okawachi,54,Standard,2025-07-10,2025-07-23,Booking.com,1966.6767612067686,4.0
ferNanda silva,77,Deluxe,2025-12-15,2025-12-23,Site Oficial,-1806.1230345727427,4.0
julia SANTOS,65,Standard,2025-03-17,2025-03-23,Booking.com,1043.4803650659956,4.0
luYz oliveira,45,Suite,2025-03-15,2025-03-17,Agencia,-903.273730794276,2.0
joAo oliveira,57,Standard,2025-02-15,2025-02-27,Agencia,1822.1119145942193,4.0
aNa SANTOS,62,Standard,2025-05-29,2025-06-04,Agencia,861.7851589822185,4.0
MARIA costa,79,Deluxe,2025-04-10,2025-04-20,Booking.com,2659.306198432085,5.0
joAo pereira,75,Standard,2025-03-24,2025-04-02,Direto no Balcao,1289.07697261808,5.0
julia costa,84,Standard,2025-11-18,2025-11-25,Agencia,1098.9345296978336,4.0
aNa pereira,73,Standard,2025-10-11,2025-10-20,Agencia,1474.3921958476974,2.0
luYz okawachi,57,Standard,2025-09-16,2025-09-21,Booking.com,868.3644634767554,3.0
julia oliveira,57,Suite,2025-07-18,2025-07-25,Site Oficial,2977.256400135422,3.0
feliPe oliveira,50,Standard,2025-10-28,2025-11-08,Site Oficial,1895.260301458234,2.0
lucas silva,23,Deluxe,2025-08-11,2025-08-25,Direto no Balcao,3524.732181830934,4.0
pAulo costa,36,Suite,2025-09-03,2025-09-10,Direto no Balcao,2682.183825049628,3.0
feliPe SANTOS,57,Standard,2025-06-08,2025-06-20,Agencia,1795.1465045385994,3.0
pAulo costa,76,Suite,2025-03-20,2025-04-01,Booking.com,-4412.300278877766,2.0
aNa pereira,76,Standard,2025-06-23,2025-06-26,Agencia,431.0718062288892,1.0
julia okawachi,65,Presidencial,2025-02-15,2025-02-22,Direto no Balcao,7825.395994930565,2.0
carlos oliveira,58,Standard,2025-01-27,2025-01-28,Booking.com,-145.08027471946957,3.0
lucas SANTOS,30,Deluxe,2025-02-17,2025-02-26,Booking.com,2638.3818693731505,4.0
joAo SANTOS,62,Standard,2025-11-04,2025-11-14,Direto no Balcao,1414.4049044701933,4.0
MARIA SANTOS,70,Standard,2025-01-27,2025-02-09,Site Oficial,2003.6193645055432,2.0
julia okawachi,59,Deluxe,2025-10-05,2025-10-11,Site Oficial,1404.3458497230527,4.0
MARIA silva,80,Deluxe,2025-09-03,2025-09-08,Booking.com,1178.2091122533673,3.0
ferNanda oliveira,44,Standard,2025-03-11,2025-03-18,Agencia,1180.9502473191137,3.0
luYz costa,55,Standard,2025-11-03,2025-11-08,Site Oficial,724.8312945048426,1.0
ferNanda pereira,77,Deluxe,2025-12-03,2025-12-13,Agencia,2801.002082151948,4.0
aNa SANTOS,24,Deluxe,2025-08-29,2025-09-03,Site Oficial,1163.9259012583082,5.0
pAulo pereira,22,Presidencial,2025-04-01,2025-04-12,Site Oficial,12418.888217036521,3.0
MARIA pereira,62,Deluxe,2025-10-03,2025-10-13,Agencia,2415.6855408055753,2.0
joAo SANTOS,75,Presidencial,2025-11-09,2025-11-20,Direto no Balcao,11019.572636982084,5.0
ferNanda okawachi,48,Deluxe,2025-01-05,2025-01-12,Site Oficial,1647.420555435781,3.0
aNa SANTOS,40,Standard,2025-10-07,2025-10-17,Site Oficial,1799.443716545074,3.0
luYz ALVES,59,Standard,2025-09-17,2025-09-24,Agencia,1017.1890496525141,5.0
luYz pereira,27,Deluxe,2025-03-01,2025-03-14,Direto no Balcao,3703.0355457148034,5.0
carlos okawachi,49,Deluxe,2025-01-30,2025-02-10,Site Oficial,2520.3197442693818,4.0
ferNanda ALVES,70,Standard,2025-06-12,2025-06-15,Site Oficial,462.5729552646312,4.0
feliPe SANTOS,47,Standard,2025-03-09,2025-03-12,Direto no Balcao,533.8539541519376,3.0
julia oliveira,56,Presidencial,2025-05-12,2025-05-22,Site Oficial,9070.93787630421,2.0
MARIA okawachi,48,Deluxe,2025-08-08,2025-08-20,Direto no Balcao,3007.901604947246,4.0
feliPe ALVES,19,Standard,2025-10-10,2025-10-23,Direto no Balcao,1770.860661777419,2.0
luYz silva,29,Standard,2025-09-14,2025-09-17,Agencia,-445.58353994976574,4.0
carlos oliveira,56,Standard,2025-05-14,2025-05-20,Booking.com,968.0431224397968,
joAo ALVES,83,Standard,2025-08-06,2025-08-18,Direto no Balcao,2068.823081070883,
ferNanda chiavini,30,Standard,2025-01-09,2025-01-15,Agencia,883.6168739280315,3.0
lucas SANTOS,63,Standard,2026-01-01,2026-01-14,Booking.com,2267.970044418935,4.0
ferNanda SANTOS,44,Deluxe,2025-03-10,2025-03-23,Site Oficial,3083.985935582516,4.0
lucas oliveira,34,Standard,2025-07-11,2025-07-14,Booking.com,411.9572242652998,5.0
aNa costa,77,Suite,2025-03-21,2025-03-24,Direto no Balcao,1149.7949080647147,3.0
feliPe chiavini,81,Suite,2025-08-29,2025-09-06,Direto no Balcao,3641.1162869177806,1.0
lucas SANTOS,52,Standard,2025-12-11,2025-12-19,Direto no Balcao,1245.9812160689476,3.0
ferNanda ALVES,47,Deluxe,2025-08-11,2025-08-18,Direto no Balcao,2094.104880107471,3.0
feliPe oliveira,80,Standard,2025-02-27,2025-03-09,Direto no Balcao,1676.3655521271103,3.0
luYz chiavini,45,Suite,2025-06-25,2025-06-29,Agencia,1892.1353298571744,5.0
carlos ALVES,77,Standard,2025-04-06,2025-04-10,Direto no Balcao,677.8214529814556,5.0
luYz costa,54,Deluxe,2025-04-19,2025-04-22,Agencia,737.3347058455477,3.0
luYz silva,39,Deluxe,2025-05-27,2025-06-01,Site Oficial,1442.200935441003,4.0
carlos silva,37,Standard,2025-06-22,2025-06-25,Direto no Balcao,433.49387010079363,2.0
ferNanda silva,81,Standard,2025-08-25,2025-09-07,Direto no Balcao,1756.579495689664,5.0
MARIA okawachi,34,Deluxe,2025-08-30,2025-09-07,Booking.com,1874.8641707708864,
feliPe costa,29,Deluxe,2025-07-10,2025-07-17,Site Oficial,1761.6990683739425,
pAulo chiavini,39,Standard,2025-02-13,2025-02-26,Direto no Balcao,1809.8786582444711,5.0
ferNanda okawachi,34,Deluxe,2025-11-19,2025-11-22,Direto no Balcao,737.5881301059703,3.0
joAo silva,27,Standard,2025-11-26,2025-12-05,Site Oficial,1259.9757580940714,1.0
carlos SANTOS,82,Deluxe,2025-07-28,2025-08-09,Agencia,3226.2748540807042,4.0
MARIA SANTOS,39,Standard,2025-01-23,2025-02-06,Direto no Balcao,2456.923581662136,
luYz oliveira,67,Suite,2025-09-12,2025-09-25,Booking.com,5430.542749849681,3.0
aNa chiavini,31,Standard,2025-10-10,2025-10-15,Direto no Balcao,857.6159582248184,1.0
pAulo ALVES,81,Standard,2025-06-24,2025-07-03,Booking.com,1275.063913967165,5.0
MARIA okawachi,64,Standard,2025-10-10,2025-10-17,Booking.com,1177.348674344317,2.0
julia silva,46,Standard,2025-09-11,2025-09-18,Direto no Balcao,1070.9911682684515,4.0
joAo costa,53,Deluxe,2025-08-14,2025-08-20,Direto no Balcao,1778.4352594771294,5.0
julia ALVES,69,Standard,2025-05-28,2025-05-30,Booking.com,344.40419948414984,3.0
lucas SANTOS,24,Suite,2025-01-22,2025-01-31,Site Oficial,3661.462101115873,2.0
carlos oliveira,46,Standard,2025-06-13,2025-06-19,Site Oficial,-829.900926156942,5.0
julia okawachi,28,Standard,2025-06-04,2025-06-12,Direto no Balcao,1087.2658828255057,4.0
aNa ALVES,50,Standard,2025-09-02,2025-09-03,Agencia,135.7518765477923,
pAulo costa,23,Standard,2025-10-03,2025-10-08,Site Oficial,851.7649883838715,3.0
feliPe SANTOS,49,Standard,2025-05-17,2025-05-29,Direto no Balcao,1924.4884893651194,2.0
julia SANTOS,68,Standard,2025-06-17,2025-06-18,Site Oficial,146.07823860171402,5.0
aNa SANTOS,75,Standard,2025-01-12,2025-01-22,Agencia,1402.6620306719813,4.0
aNa SANTOS,43,Standard,2025-04-24,2025-05-05,Direto no Balcao,1741.2755600584032,3.0
julia pereira,63,Deluxe,2025-09-12,2025-09-26,Agencia,-3485.157121955419,5.0
julia ALVES,46,Deluxe,2025-04-26,2025-05-04,Direto no Balcao,1829.7426414580525,3.0
luYz SANTOS,21,Standard,2025-12-23,2025-12-31,Agencia,1408.6182933965604,3.0
carlos pereira,30,Standard,2025-01-19,2025-01-20,Site Oficial,135.30893980059503,2.0
julia ALVES,2,Presidencial,2025-01-11,2025-01-20,Site Oficial,8555.774944117651,4.0
julia chiavini,32,Deluxe,2025-09-18,2025-09-20,Agencia,585.3186158564057,4.0
feliPe ALVES,46,Deluxe,2025-04-11,2025-04-23,Agencia,3389.129020169564,4.0
aNa ALVES,46,Standard,2025-12-16,2025-12-25,Agencia,1314.0049959615874,5.0
pAulo ALVES,49,Deluxe,2025-07-28,2025-07-29,Direto no Balcao,274.1158057657791,
julia pereira,19,Deluxe,2025-01-08,2025-01-20,Site Oficial,3470.034105154963,2.0
julia chiavini,64,Deluxe,2025-06-10,2025-06-20,Direto no Balcao,2850.0292551611437,2.0
carlos oliveira,39,Presidencial,2025-06-26,2025-07-10,Site Oficial,15712.049930819358,1.0
MARIA oliveira,44,Standard,2025-01-10,2025-01-24,Booking.com,2144.226621176026,2.0
joAo pereira,84,Standard,2025-05-01,2025-05-10,Direto no Balcao,-1522.941275264094,5.0
aNa oliveira,73,Deluxe,2025-11-17,2025-11-21,Site Oficial,970.2263130002062,5.0
pAulo chiavini,38,Suite,2025-09-22,2025-10-01,Site Oficial,3902.6951529098696,5.0
pAulo costa,64,Standard,2025-02-07,2025-02-14,Direto no Balcao,1156.1085275543187,3.0
MARIA silva,76,Standard,2025-07-20,2025-07-31,Direto no Balcao,1668.372077998136,3.0
MARIA ALVES,23,Standard,2025-10-07,2025-10-13,Site Oficial,819.81883726549,4.0
aNa okawachi,36,Standard,2025-09-11,2025-09-16,Direto no Balcao,860.4984265255717,2.0
luYz SANTOS,74,Deluxe,2025-08-25,2025-09-05,Agencia,3126.233735711811,4.0
aNa ALVES,20,Deluxe,2025-03-26,2025-04-04,Direto no Balcao,2083.077591309974,
joAo pereira,18,Standard,2025-09-06,2025-09-08,Direto no Balcao,322.30400590445316,4.0
carlos chiavini,75,Standard,2025-03-28,2025-04-11,Direto no Balcao,2039.35374334024,5.0
pAulo silva,55,Standard,2025-12-31,2026-01-13,Site Oficial,2252.7203044046137,4.0
julia ALVES,32,Standard,2025-08-27,2025-09-07,Agencia,1521.4713787169421,2.0
ferNanda SANTOS,51,Deluxe,2025-01-16,2025-01-30,Booking.com,3384.161562961155,4.0
pAulo pereira,78,Presidencial,2025-05-12,2025-05-24,Booking.com,-13871.32383384,3.0
ferNanda chiavini,52,Suite,2025-09-18,2025-09-20,Agencia,777.798272710392,1.0
pAulo silva,81,Standard,2025-01-30,2025-02-10,Agencia,1867.9039119948907,4.0
joAo chiavini,42,Suite,2025-01-11,2025-01-23,Agencia,5188.870894677324,5.0
pAulo SANTOS,41,Deluxe,2025-05-22,2025-05-31,Site Oficial,2092.600122092515,3.0
feliPe costa,29,Deluxe,2025-10-18,2025-10-30,Booking.com,2977.796839084178,4.0
luYz okawachi,35,Standard,2025-07-11,2025-07-14,Agencia,513.989534322867,5.0
lucas oliveira,32,Standard,2025-06-20,2025-06-28,Site Oficial,1264.3336381462757,5.0
joAo oliveira,44,Standard,2025-09-13,2025-09-24,Booking.com,1867.3289438037457,5.0
pAulo silva,77,Standard,2025-09-06,2025-09-15,Direto no Balcao,1284.3367069090282,3.0
aNa ALVES,63,Standard,2025-03-05,2025-03-13,Site Oficial,-1385.4998653034604,
julia costa,34,Standard,2025-07-10,2025-07-14,Booking.com,566.6692114289574,3.0
julia okawachi,70,Standard,2025-08-20,2025-09-01,Site Oficial,2139.9673232817945,4.0
aNa chiavini,25,Deluxe,2025-06-18,2025-06-19,Booking.com,225.9624837262654,1.0
MARIA oliveira,44,Standard,2025-10-16,2025-10-20,Booking.com,580.0947901506269,4.0
aNa SANTOS,63,Standard,2025-07-03,2025-07-17,Direto no Balcao,1936.4478562551399,3.0
joAo ALVES,67,Presidencial,2025-04-04,2025-04-13,Site Oficial,8462.135599945605,4.0
lucas oliveira,20,Suite,2025-10-18,2025-10-20,Agencia,738.631028514081,3.0
luYz costa,81,Deluxe,2025-01-14,2025-01-17,Direto no Balcao,738.2617661976831,3.0
ferNanda oliveira,61,Presidencial,2025-08-07,2025-08-17,Direto no Balcao,10273.504195515005,4.0
julia chiavini,70,Deluxe,2025-04-09,2025-04-17,Booking.com,1917.503328098281,5.0
aNa silva,41,Presidencial,2025-12-22,2025-12-28,Agencia,5878.600240922968,
julia costa,77,Standard,2025-12-19,2025-12-27,Site Oficial,1287.3389702668062,3.0
luYz SANTOS,20,Standard,2025-09-14,2025-09-21,Agencia,1029.0501550661393,5.0
ferNanda pereira,37,Standard,2025-11-16,2025-11-30,Agencia,2032.1929422489943,5.0
lucas oliveira,63,Standard,2025-01-07,2025-01-20,Agencia,2122.055075610449,3.0
carlos oliveira,32,Standard,2025-06-28,2025-07-11,Agencia,2006.3495526627844,1.0
lucas silva,42,Deluxe,2025-04-05,2025-04-10,Agencia,1361.2793277056373,5.0
feliPe oliveira,34,Deluxe,2025-08-07,2025-08-16,Booking.com,2622.5544033371525,
carlos chiavini,26,Deluxe,2025-10-27,2025-10-31,Booking.com,978.2284683863218,4.0
aNa oliveira,55,Standard,2025-08-25,2025-08-31,Direto no Balcao,941.1698829767511,4.0
MARIA oliveira,65,Suite,2025-01-21,2025-01-23,Booking.com,775.4408919740864,4.0
julia okawachi,77,Deluxe,2025-07-23,2025-07-25,Direto no Balcao,597.193688246219,3.0
ferNanda okawachi,80,Standard,2025-12-31,2026-01-02,Direto no Balcao,343.79175329493796,5.0
luYz pereira,19,Deluxe,2025-07-18,2025-07-28,Site Oficial,2589.4869634624097,5.0
ferNanda chiavini,28,Standard,2025-07-22,2025-07-29,Agencia,1166.8558456218916,2.0
joAo pereira,81,Standard,2025-10-30,2025-11-12,Booking.com,1940.771482463784,5.0
MARIA oliveira,38,Suite,2025-03-26,2025-03-28,Site Oficial,845.0035783661331,3.0
joAo costa,35,Standard,2025-07-30,2025-08-11,Booking.com,1934.3489246352472,
MARIA costa,81,Standard,2025-07-06,2025-07-19,Direto no Balcao,-2050.0533971658124,4.0
luYz pereira,55,Suite,2025-10-24,2025-10-26,Booking.com,-899.8459868184792,3.0
aNa ALVES,49,Deluxe,2025-03-30,2025-04-08,Agencia,2242.6765441631874,4.0
carlos chiavini,28,Standard,2025-01-15,2025-01-22,Direto no Balcao,1162.9860926919391,4.0
julia ALVES,62,Standard,2025-09-28,2025-10-09,Direto no Balcao,1791.297990967499,2.0
luYz oliveira,50,Standard,2025-10-25,2025-10-28,Site Oficial,424.27004499784545,4.0
luYz oliveira,58,Deluxe,2025-07-05,2025-07-08,Agencia,690.2659757883642,4.0
lucas silva,25,Standard,2025-11-02,2025-11-09,Direto no Balcao,1064.7491906778096,5.0
luYz oliveira,28,Standard,2025-03-24,2025-03-29,Agencia,744.1716823784918,1.0
pAulo costa,68,Presidencial,2025-05-26,2025-06-05,Booking.com,9138.53461036699,4.0
pAulo silva,58,Deluxe,2025-03-06,2025-03-20,Agencia,4070.972685348418,2.0
carlos ALVES,34,Standard,2025-10-01,2025-10-15,Direto no Balcao,1948.2904007268985,5.0
lucas SANTOS,63,Deluxe,2025-05-24,2025-05-30,Site Oficial,1528.8111554229072,2.0
julia silva,49,Deluxe,2025-02-17,2025-03-02,Direto no Balcao,3710.8017937542127,
lucas SANTOS,71,Standard,2025-05-18,2025-05-30,Agencia,2137.2927532431154,5.0
feliPe ALVES,37,Standard,2025-03-18,2025-03-26,Agencia,1322.4694896355356,4.0
ferNanda okawachi,50,Suite,2025-12-13,2025-12-22,Direto no Balcao,3994.4203563897763,4.0
joAo silva,57,Standard,2025-06-17,2025-06-18,Agencia,166.40817267318826,2.0
carlos okawachi,49,Deluxe,2025-07-31,2025-08-03,Booking.com,757.408076066045,3.0
aNa okawachi,19,Standard,2025-01-13,2025-01-24,Direto no Balcao,1815.0945242235996,5.0
MARIA okawachi,50,Standard,2025-12-30,2026-01-06,Site Oficial,1018.9385685345685,
lucas costa,47,Standard,2025-08-08,2025-08-14,Direto no Balcao,1059.740470400446,1.0
aNa SANTOS,50,Standard,2025-04-10,2025-04-17,Booking.com,977.304207113282,4.0
pAulo chiavini,43,Standard,2025-12-05,2025-12-13,Booking.com,1113.4481848004657,5.0
ferNanda chiavini,39,Standard,2025-12-07,2025-12-13,Booking.com,831.4729996480322,4.0
aNa okawachi,83,Suite,2025-10-13,2025-10-16,Booking.com,1080.4892810106433,2.0
feliPe SANTOS,55,Presidencial,2025-03-04,2025-03-06,Booking.com,2020.9845538787533,3.0
aNa oliveira,63,Deluxe,2025-02-13,2025-02-25,Site Oficial,3421.0180169720934,3.0
carlos pereira,32,Suite,2025-10-15,2025-10-22,Agencia,3123.638870971842,5.0
carlos okawachi,61,Standard,2025-05-19,2025-05-31,Booking.com,1754.5524102545614,4.0
lucas oliveira,66,Presidencial,2025-08-18,2025-08-30,Booking.com,-13759.864214583373,4.0
carlos chiavini,78,Standard,2025-04-27,2025-05-09,Direto no Balcao,1859.81247929731,
ferNanda silva,84,Presidencial,2025-04-07,2025-04-18,Site Oficial,9902.360413572087,4.0
carlos oliveira,23,Presidencial,2025-04-09,2025-04-10,Site Oficial,918.1863466888852,5.0
joAo pereira,26,Deluxe,2025-02-12,2025-02-15,Agencia,832.1801905137861,4.0
ferNanda ALVES,23,Presidencial,2025-11-02,2025-11-14,Site Oficial,13634.511207840063,2.0
julia ALVES,49,Deluxe,2025-01-07,2025-01-18,Direto no Balcao,2845.909944304603,
pAulo pereira,150,Standard,2025-03-17,2025-03-21,Direto no Balcao,674.1461161392192,4.0
ferNanda SANTOS,25,Standard,2025-03-29,2025-04-11,Agencia,1887.8527791631082,3.0
aNa chiavini,67,Deluxe,2025-06-30,2025-07-14,Direto no Balcao,3826.1018741220932,3.0
luYz SANTOS,79,Standard,2025-04-27,2025-04-28,Booking.com,169.7730907191228,2.0
joAo pereira,79,Deluxe,2025-11-21,2025-11-26,Booking.com,1352.2575558833394,4.0
carlos okawachi,24,Presidencial,2025-05-26,2025-06-05,Direto no Balcao,10519.765385470844,5.0
MARIA oliveira,21,Standard,2025-01-05,2025-01-08,Agencia,521.9870524802117,
luYz costa,23,Deluxe,2025-02-20,2025-02-22,Site Oficial,552.0576003167367,
ferNanda silva,75,Suite,2025-01-01,2025-01-04,Agencia,1111.891133209692,2.0
joAo silva,39,Suite,2025-03-14,2025-03-22,Site Oficial,3792.564783028243,4.0
joAo chiavini,43,Presidencial,2025-10-10,2025-10-16,Direto no Balcao,5526.367744124085,1.0
aNa chiavini,20,Deluxe,2025-10-12,2025-10-25,Direto no Balcao,3828.5280067892113,5.0
pAulo chiavini,58,Presidencial,2025-10-27,2025-11-10,Booking.com,14371.500938187759,4.0
lucas chiavini,77,Deluxe,2025-06-24,2025-07-01,Site Oficial,1933.1581613776389,4.0
joAo okawachi,31,Standard,2025-11-04,2025-11-16,Agencia,1878.2304333140335,5.0
carlos pereira,29,Standard,2025-03-20,2025-03-26,Direto no Balcao,1067.6250303769611,4.0
MARIA costa,29,Deluxe,2025-08-21,2025-08-27,Agencia,1512.6531044839937,3.0
MARIA silva,30,Standard,2025-07-01,2025-07-13,Booking.com,1831.9901494449525,
julia ALVES,42,Deluxe,2025-08-09,2025-08-12,Site Oficial,705.9289240936209,
feliPe SANTOS,62,Deluxe,2025-01-25,2025-02-06,Site Oficial,3268.3464683356765,3.0
feliPe SANTOS,36,Standard,2025-06-05,2025-06-18,Direto no Balcao,2197.4904307242027,4.0
MARIA oliveira,72,Deluxe,2025-09-27,2025-10-11,Site Oficial,4090.8767843756,
joAo pereira,62,Deluxe,2025-05-23,2025-05-31,Direto no Balcao,2348.9608507198195,1.0
feliPe oliveira,25,Standard,2025-05-10,2025-05-22,Booking.com,2005.1713785704235,4.0
julia okawachi,70,Standard,2025-01-23,2025-01-30,Site Oficial,946.1436442121637,2.0
julia SANTOS,72,Standard,2025-05-27,2025-06-03,Direto no Balcao,1001.8516221962165,4.0
ferNanda SANTOS,49,Standard,2025-02-03,2025-02-09,Agencia,912.090011558558,1.0
luYz ALVES,68,Suite,2025-04-10,2025-04-15,Direto no Balcao,1842.6658813844826,4.0
lucas silva,61,Standard,2025-05-29,2025-06-08,Site Oficial,1479.1654960371636,3.0
carlos chiavini,35,Deluxe,2025-06-12,2025-06-20,Booking.com,1991.264319316012,4.0
aNa ALVES,39,Standard,2025-04-13,2025-04-18,Site Oficial,816.6529243649377,
pAulo oliveira,54,Standard,2025-01-19,2025-01-28,Site Oficial,1258.4972209306654,5.0
ferNanda costa,73,Suite,2025-06-01,2025-06-10,Direto no Balcao,3736.7894036787725,5.0
aNa pereira,76,Deluxe,2025-10-07,2025-10-08,Agencia,-277.98219280610374,4.0
julia oliveira,20,Standard,2025-06-09,2025-06-15,Site Oficial,1063.924784520573,1.0
julia SANTOS,45,Standard,2025-04-10,2025-04-17,Agencia,1154.0842507155292,3.0
julia costa,52,Standard,2025-06-05,2025-06-08,Direto no Balcao,515.4172879322209,
luYz pereira,78,Standard,2025-01-03,2025-01-10,Agencia,1061.3702379391543,4.0
julia okawachi,71,Deluxe,2025-02-09,2025-02-20,Direto no Balcao,2649.2985518124005,2.0
carlos SANTOS,80,Standard,2025-12-24,2026-01-04,Booking.com,1946.752683675978,5.0
feliPe SANTOS,24,Standard,2025-09-09,2025-09-16,Agencia,-1148.480018209604,3.0
julia oliveira,66,Standard,2025-08-16,2025-08-30,Agencia,2344.656511242003,3.0
joAo pereira,48,Suite,2025-02-09,2025-02-22,Booking.com,5379.065729010822,
lucas oliveira,75,Presidencial,2025-02-14,2025-02-25,Agencia,-12768.635220607975,5.0
carlos ALVES,78,Standard,2025-08-18,2025-08-20,Booking.com,307.25833482853767,4.0
aNa pereira,41,Deluxe,2025-05-22,2025-05-29,Site Oficial,2029.8444322557048,
joAo chiavini,37,Standard,2025-07-16,2025-07-17,Direto no Balcao,168.10997447868698,5.0
carlos pereira,54,Standard,2025-12-05,2025-12-10,Booking.com,845.1714903942436,5.0
carlos silva,21,Deluxe,2026-01-01,2026-01-10,Agencia,2058.584354471179,1.0
lucas silva,37,Suite,2025-08-02,2025-08-09,Booking.com,2853.230581052347,2.0
pAulo silva,77,Presidencial,2025-06-03,2025-06-10,Agencia,7691.82917159002,4.0
ferNanda chiavini,41,Deluxe,2025-06-11,2025-06-22,Site Oficial,2914.505748373745,5.0
luYz ALVES,67,Standard,2025-07-05,2025-07-18,Booking.com,-2230.604005488203,4.0
MARIA SANTOS,66,Deluxe,2025-11-24,2025-12-06,Site Oficial,3505.951520274918,2.0
luYz silva,68,Standard,2025-09-20,2025-09-22,Direto no Balcao,320.77480682676645,2.0
joAo chiavini,53,Deluxe,2025-06-26,2025-07-04,Agencia,1968.1535273976845,5.0
carlos chiavini,83,Standard,2025-05-11,2025-05-14,Agencia,521.294198887184,2.0
joAo ALVES,51,Deluxe,2025-11-05,2025-11-13,Site Oficial,2122.0959850931667,4.0
luYz pereira,53,Standard,2025-02-19,2025-02-22,Direto no Balcao,444.30159009492587,1.0
pAulo ALVES,23,Standard,2025-10-09,2025-10-19,Booking.com,-1705.7546320487306,2.0
luYz pereira,56,Suite,2025-05-14,2025-05-21,Booking.com,-2882.192286835742,5.0
luYz silva,59,Standard,2025-12-14,2025-12-16,Agencia,292.2093329221544,5.0
MARIA silva,75,Deluxe,2025-08-15,2025-08-19,Site Oficial,1006.3931589182382,3.0
joAo costa,29,Standard,2025-06-28,2025-07-09,Site Oficial,1866.3189970358426,3.0
MARIA okawachi,20,Standard,2025-01-05,2025-01-11,Booking.com,1052.642911982627,5.0
MARIA pereira,35,Standard,2025-03-22,2025-04-02,Direto no Balcao,1702.5643923407167,3.0
pAulo SANTOS,57,Standard,2025-10-26,2025-11-04,Direto no Balcao,1229.6657055512323,4.0
pAulo pereira,38,Suite,2025-05-11,2025-05-16,Booking.com,2276.28456312881,
pAulo chiavini,32,Standard,2025-02-20,2025-03-05,Booking.com,1803.8658352106956,2.0
luYz SANTOS,43,Presidencial,2025-04-19,2025-04-28,Site Oficial,10430.996811353521,
